time,water_temp,flow_rate,motor_vibration,power_consumption,control_signal,fault_leakage,fault_clogging,fault_bearing_wear
686.0,20.0571,50.3025,0.3279,3.8814,0.635048,0.7,0.0,0.0
687.0,20.1263,49.9367,0.2895,3.8484,0.64418,0.7,0.0,0.0
688.0,20.0303,49.7155,0.3306,4.1371,0.683128,0.7,0.0,0.0
689.0,20.1074,50.1549,0.2963,3.8068,0.643848,0.7,0.0,0.0
690.0,20.1313,49.7248,0.3028,4.082,0.686742,0.7,0.0,0.0
691.0,20.0739,50.1102,0.2958,4.1474,0.705742,0.7,0.0,0.0
692.0,20.1084,49.7148,0.3082,4.1515,0.687068,0.7,0.0,0.0
693.0,20.0905,49.8471,0.265,4.2608,0.711378,0.7,0.0,0.0
694.0,20.0989,49.953,0.2948,4.2378,0.71041,0.7,0.0,0.0
695.0,20.1258,49.9152,0.2711,4.2988,0.722208,0.7,0.0,0.0
696.0,19.942,49.7806,0.2912,4.3631,0.743402,0.7,0.0,0.0
697.0,19.99,50.2433,0.3166,3.9708,0.661028,0.7,0.0,0.0
698.0,20.0584,49.8236,0.3136,4.0372,0.684064,0.7,0.0,0.0
699.0,20.1054,49.9275,0.2908,4.3185,0.716504,0.7,0.0,0.0
700.0,20.1059,49.9423,0.2852,4.4043,0.743308,0.7,0.0,0.0
701.0,20.1304,50.049,0.3283,4.413,0.75105,0.7,0.0,0.0
702.0,20.0582,50.0914,0.2627,4.5833,0.771762,0.7,0.0,0.0
703.0,20.1102,49.7089,0.3005,4.4556,0.745604,0.7,0.0,0.0
704.0,20.1449,49.9987,0.3229,4.6197,0.777704,0.7,0.0,0.0
705.0,20.1055,49.864,0.2993,4.6568,0.80283,0.7,0.0,0.0
706.0,20.0769,50.0506,0.3037,4.7229,0.794028,0.7,0.0,0.0
707.0,20.0691,49.7115,0.3049,4.6368,0.788956,0.7,0.0,0.0
708.0,20.1128,49.8586,0.2796,4.7359,0.79178,0.7,0.0,0.0
709.0,20.1454,49.6917,0.2957,4.8301,0.819314,0.7,0.0,0.0
710.0,20.2031,50.2454,0.2983,4.9064,0.843764,0.7,0.0,0.0
711.0,20.1337,50.1809,0.2915,5.0548,0.883594,0.7,0.0,0.0
712.0,20.1345,49.9066,0.2607,5.0944,0.863988,0.7,0.0,0.0
713.0,20.0804,50.0304,0.2783,5.0334,0.876472,0.7,0.0,0.0
714.0,20.0961,50.176,0.2938,5.0129,0.860166,0.7,0.0,0.0
715.0,20.0995,49.763,0.3026,5.124,0.87553,0.7,0.0,0.0
716.0,20.0235,49.8466,0.3137,5.1799,0.884604,0.7,0.0,0.0
717.0,19.9762,49.803,0.2995,5.0964,0.854496,0.7,0.0,0.0
718.0,20.0534,49.8406,0.3517,4.8497,0.834246,0.7,0.0,0.0
719.0,20.086,49.7351,0.3162,5.077,0.871888,0.7,0.0,0.0
720.0,20.0536,49.6212,0.2889,5.0636,0.890916,0.7,0.0,0.0
721.0,20.0507,49.8822,0.2883,5.0829,0.880944,0.7,0.0,0.0
722.0,20.1763,49.9661,0.3229,5.1279,0.88443,0.7,0.0,0.0
723.0,20.0715,50.1395,0.3124,5.43,0.951344,0.7,0.0,0.0
724.0,20.0465,49.8196,0.2995,5.1844,0.910536,0.7,0.0,0.0
725.0,20.1366,50.0871,0.2773,5.2834,0.905852,0.7,0.0,0.0
726.0,20.0612,49.8828,0.3,5.4848,0.955122,0.7,0.0,0.0
727.0,20.0701,50.1631,0.2741,5.341,0.926548,0.7,0.0,0.0
728.0,20.1511,50.074,0.3322,5.4818,0.937402,0.7,0.0,0.0
729.0,19.9444,49.9878,0.2744,5.6693,0.983332,0.7,0.0,0.0
730.0,20.0066,49.843,0.2766,5.0767,0.89045,0.7,0.0,0.0
731.0,20.0197,50.1712,0.2974,5.3288,0.921236,0.7,0.0,0.0
732.0,19.9753,50.2784,0.3078,5.268,0.92707,0.7,0.0,0.0
733.0,19.8791,49.9188,0.2723,5.2595,0.906184,0.7,0.0,0.0
734.0,19.8227,49.7907,0.3163,4.9899,0.856996,0.7,0.0,0.0
735.0,19.9821,50.0477,0.3114,4.762,0.821048,0.7,0.0,0.0
736.0,19.9053,50.1108,0.3181,5.2087,0.887692,0.7,0.0,0.0
737.0,19.9804,49.9709,0.2888,4.9596,0.844672,0.7,0.0,0.0
738.0,20.0854,50.1458,0.278,5.051,0.876182,0.7,0.0,0.0
739.0,19.9689,49.7801,0.3272,5.3449,0.925612,0.7,0.0,0.0
740.0,19.9557,50.0688,0.2793,5.0768,0.872094,0.7,0.0,0.0
741.0,19.907,50.0249,0.3136,5.0197,0.865336,0.7,0.0,0.0
742.0,19.9306,50.3278,0.2337,4.8658,0.837706,0.7,0.0,0.0
743.0,19.802,50.2969,0.3016,4.8238,0.84304,0.7,0.0,0.0
744.0,19.8175,49.8174,0.3293,4.5374,0.772716,0.7,0.0,0.0
745.0,19.9478,50.1858,0.2933,4.4883,0.767198,0.7,0.0,0.0
746.0,19.9933,49.8035,0.2745,4.8553,0.817438,0.7,0.0,0.0
747.0,19.9301,50.105,0.2922,4.7542,0.833406,0.7,0.0,0.0
748.0,19.9565,50.4345,0.2976,4.7005,0.80036,0.7,0.0,0.0
749.0,19.958,50.0591,0.2604,4.7277,0.809232,0.7,0.0,0.0
750.0,19.8227,49.9268,0.3342,4.7185,0.805974,0.7,0.0,0.0
751.0,19.717,49.9977,0.2884,4.315,0.734934,0.7,0.0,0.0
752.0,19.8255,50.0349,0.307,3.9592,0.670606,0.7,0.0,0.0
753.0,19.8292,49.9892,0.3198,4.1613,0.70433,0.7,0.0,0.0
754.0,19.9274,50.0317,0.272,4.1072,0.69005,0.7,0.0,0.0
755.0,19.8265,49.7331,0.2841,4.4114,0.725412,0.7,0.0,0.0
756.0,19.9615,50.2175,0.2973,4.0229,0.66719,0.7,0.0,0.0
757.0,19.8708,49.7675,0.318,4.2339,0.722828,0.7,0.0,0.0
758.0,19.9244,50.1505,0.3074,3.9664,0.671698,0.7,0.0,0.0
759.0,19.9104,49.8045,0.2602,4.1449,0.689976,0.7,0.0,0.0
760.0,19.7843,50.3496,0.276,4.0272,0.675856,0.7,0.0,0.0
761.0,19.862,49.7961,0.2858,3.7214,0.605918,0.7,0.0,0.0
762.0,19.8867,49.5675,0.2885,3.8505,0.630034,0.7,0.0,0.0
763.0,19.8474,50.075,0.312,3.8231,0.62979,0.7,0.0,0.0
764.0,19.9267,50.3258,0.3234,3.5749,0.600582,0.7,0.0,0.0
765.0,19.9272,49.7548,0.3061,3.7965,0.62881,0.7,0.0,0.0
766.0,20.0106,50.1861,0.2821,3.7671,0.62161,0.7,0.0,0.0
767.0,20.0403,50.2249,0.3163,3.9871,0.657476,0.7,0.0,0.0
768.0,19.8968,50.0845,0.2909,4.0876,0.671506,0.7,0.0,0.0
769.0,19.8792,49.9144,0.3193,3.7001,0.602386,0.7,0.0,0.0
770.0,19.9276,50.323,0.2647,3.6255,0.5882,0.7,0.0,0.0
771.0,20.0201,50.1605,0.2845,3.6393,0.603088,0.7,0.0,0.0
772.0,19.9592,49.9603,0.2699,3.8139,0.642578,0.7,0.0,0.0
773.0,19.9387,49.8483,0.2962,3.7275,0.611886,0.7,0.0,0.0
774.0,19.9511,50.0177,0.295,3.6473,0.59959,0.7,0.0,0.0
775.0,19.9145,49.6326,0.2767,3.5975,0.601296,0.7,0.0,0.0
776.0,19.9994,49.9982,0.303,3.4918,0.578836,0.7,0.0,0.0
777.0,20.0795,49.9826,0.2835,3.6714,0.615178,0.7,0.0,0.0
778.0,19.9786,50.1427,0.2798,3.848,0.653482,0.7,0.0,0.0
779.0,19.9275,50.1212,0.3207,3.6613,0.60779,0.7,0.0,0.0
780.0,20.0421,49.907,0.332,3.5419,0.582546,0.7,0.0,0.0
781.0,20.004,50.045,0.3227,3.8784,0.635068,0.7,0.0,0.0
782.0,20.0487,50.0362,0.3158,3.7138,0.617094,0.7,0.0,0.0
783.0,20.0167,50.5378,0.3162,3.8278,0.640526,0.7,0.0,0.0
784.0,19.9542,49.9496,0.3079,3.7609,0.627528,0.7,0.0,0.0
785.0,19.9823,49.8915,0.2843,3.5866,0.598254,0.7,0.0,0.0
786.0,19.9436,49.9797,0.3201,3.6688,0.60989,0.7,0.0,0.0
787.0,20.077,49.7713,0.3019,3.5431,0.588562,0.7,0.0,0.0
788.0,20.085,50.0922,0.3254,3.9539,0.651524,0.7,0.0,0.0
789.0,20.1219,49.794,0.3242,3.9865,0.659016,0.7,0.0,0.0
790.0,20.1411,49.7041,0.2773,4.0982,0.684106,0.7,0.0,0.0
791.0,20.138,50.0213,0.2963,4.2522,0.70272,0.7,0.0,0.0
792.0,20.146,50.239,0.3253,4.2543,0.712074,0.7,0.0,0.0
793.0,20.1288,50.2145,0.3456,4.2654,0.727176,0.7,0.0,0.0
794.0,20.1556,50.0372,0.2914,4.2983,0.730096,0.7,0.0,0.0
795.0,20.1451,50.4015,0.2982,4.5043,0.754144,0.7,0.0,0.0
796.0,20.0524,49.7893,0.3054,4.4656,0.760806,0.7,0.0,0.0
797.0,20.0148,49.9704,0.2819,4.249,0.726274,0.7,0.0,0.0
798.0,20.0618,50.1958,0.3104,4.2672,0.71352,0.7,0.0,0.0
799.0,20.0432,49.9003,0.3055,4.4263,0.738956,0.7,0.0,0.0
800.0,20.0771,49.9627,0.305,4.2939,0.73366,0.7,0.0,0.0
801.0,20.1494,50.1858,0.3199,4.5107,0.754438,0.7,0.0,0.0
802.0,20.0972,49.714,0.2809,4.6728,0.796078,0.7,0.0,0.0
803.0,20.1446,50.0463,0.3357,4.6096,0.780484,0.7,0.0,0.0
804.0,20.0325,49.8254,0.3022,4.6912,0.813004,0.7,0.0,0.0
805.0,20.1053,49.856,0.3021,4.5556,0.767574,0.7,0.0,0.0
806.0,20.1353,49.8567,0.3118,4.8192,0.808816,0.7,0.0,0.0
807.0,20.0666,50.0177,0.3016,4.8186,0.830784,0.7,0.0,0.0
808.0,20.0539,50.1737,0.3164,4.7949,0.806658,0.7,0.0,0.0
809.0,20.1932,49.8308,0.3088,4.7247,0.80701,0.7,0.0,0.0
810.0,20.1789,49.7936,0.3048,5.0703,0.881226,0.7,0.0,0.0
811.0,20.1648,49.9959,0.3171,5.1117,0.886746,0.7,0.0,0.0
812.0,20.1384,49.6085,0.2821,5.1252,0.894294,0.7,0.0,0.0
813.0,20.0996,50.0731,0.3118,5.1596,0.89456,0.7,0.0,0.0
814.0,20.0204,49.9034,0.2968,5.127,0.88676,0.7,0.0,0.0
815.0,20.0533,50.0942,0.3061,5.0413,0.855904,0.7,0.0,0.0
816.0,20.0894,50.0555,0.3049,5.1034,0.87557,0.7,0.0,0.0
817.0,20.1331,49.8169,0.2841,5.1943,0.897226,0.7,0.0,0.0
818.0,20.1535,49.8761,0.2863,5.3174,0.925506,0.7,0.0,0.0
819.0,20.1699,50.0546,0.2845,5.5299,0.94548,0.7,0.0,0.0
820.0,20.0551,49.9856,0.3026,5.581,0.965552,0.7,0.0,0.0
821.0,20.0338,50.3726,0.3567,5.3461,0.921416,0.7,0.0,0.0
822.0,19.9484,50.1626,0.2675,5.3076,0.91747,0.7,0.0,0.0
823.0,20.0049,49.9191,0.3368,5.1488,0.8779,0.7,0.0,0.0
824.0,20.0414,49.9632,0.2897,5.2242,0.90373,0.7,0.0,0.0
825.0,20.021,49.9857,0.3204,5.3517,0.921242,0.7,0.0,0.0
826.0,19.9862,50.4662,0.3164,5.1781,0.913624,0.7,0.0,0.0
827.0,19.9606,49.7256,0.286,5.279,0.898312,0.7,0.0,0.0
828.0,19.9938,49.666,0.3215,5.1334,0.885104,0.7,0.0,0.0
829.0,19.9912,50.098,0.3017,5.2847,0.899064,0.7,0.0,0.0
830.0,20.0847,49.989,0.3022,5.2504,0.896604,0.7,0.0,0.0
831.0,20.0328,50.3772,0.3023,5.4494,0.942702,0.7,0.0,0.0
832.0,19.9632,49.6708,0.3411,5.3919,0.921658,0.7,0.0,0.0
833.0,19.9514,50.1247,0.2902,5.2469,0.89052,0.7,0.0,0.0
834.0,19.9943,49.8739,0.3101,5.2136,0.883068,0.7,0.0,0.0
835.0,19.9521,50.0443,0.3145,5.2081,0.900866,0.7,0.0,0.0
836.0,20.0268,50.2794,0.2867,5.046,0.878452,0.7,0.0,0.0
837.0,19.8863,49.9432,0.2985,5.2231,0.912814,0.7,0.0,0.0
838.0,19.7681,50.028,0.3322,4.8661,0.843214,0.7,0.0,0.0
839.0,19.8196,50.1401,0.2918,4.595,0.777828,0.7,0.0,0.0
840.0,20.0081,50.1196,0.2753,4.6423,0.78739,0.7,0.0,0.0
841.0,19.9511,49.9517,0.2886,5.124,0.866178,0.7,0.0,0.0
842.0,19.8672,50.0759,0.3137,4.884,0.834556,0.7,0.0,0.0
843.0,19.8727,49.8822,0.2899,4.6115,0.789834,0.7,0.0,0.0
844.0,19.8397,50.0494,0.2844,4.658,0.783638,0.7,0.0,0.0
845.0,19.9854,49.7271,0.3282,4.4676,0.756844,0.7,0.0,0.0
846.0,20.0129,50.1922,0.3012,4.8148,0.81753,0.7,0.0,0.0
847.0,19.993,49.8216,0.3081,4.9198,0.827198,0.7,0.0,0.0
848.0,20.0322,50.2923,0.3105,4.8458,0.81773,0.7,0.0,0.0
849.0,19.9759,49.6825,0.2966,4.9044,0.837168,0.7,0.0,0.0
850.0,19.8292,49.9014,0.2754,4.8024,0.81081,0.7,0.0,0.0
851.0,19.9121,49.7211,0.3041,4.3245,0.736658,0.7,0.0,0.0
852.0,19.8386,50.1966,0.314,4.5127,0.767378,0.7,0.0,0.0
853.0,19.8614,50.3455,0.262,4.3108,0.721938,0.7,0.0,0.0
854.0,19.8653,49.9002,0.3035,4.244,0.721896,0.7,0.0,0.0
855.0,19.8013,49.9645,0.2582,4.2094,0.712302,0.7,0.0,0.0
856.0,19.8362,49.9176,0.318,4.0935,0.669448,0.7,0.0,0.0
857.0,19.9092,49.6499,0.2831,4.0563,0.672282,0.7,0.0,0.0
858.0,19.9066,50.173,0.2959,4.1868,0.69498,0.7,0.0,0.0
859.0,19.8541,49.625,0.3135,4.0526,0.684956,0.7,0.0,0.0
860.0,19.9475,49.9556,0.3017,3.9291,0.651286,0.7,0.0,0.0
861.0,19.8356,50.2891,0.2886,4.1351,0.687364,0.7,0.0,0.0
862.0,19.8936,50.0438,0.3182,3.7395,0.625346,0.7,0.0,0.0
863.0,19.9266,50.0078,0.2917,3.8757,0.643432,0.7,0.0,0.0
864.0,19.8671,49.6559,0.2945,3.949,0.65026,0.7,0.0,0.0
865.0,19.9575,50.2592,0.3281,3.796,0.613978,0.7,0.0,0.0
866.0,19.9646,49.8636,0.2463,3.9314,0.649736,0.7,0.0,0.0
867.0,19.9083,49.5029,0.318,3.8923,0.648078,0.7,0.0,0.0
868.0,19.8434,49.8375,0.2831,3.6905,0.616954,0.7,0.0,0.0
869.0,19.8554,49.9324,0.3172,3.4485,0.578294,0.7,0.0,0.0
870.0,19.8552,50.0682,0.299,3.551,0.573064,0.7,0.0,0.0
871.0,19.9576,50.106,0.285,3.4397,0.561156,0.7,0.0,0.0
872.0,20.0756,49.7721,0.2973,3.655,0.600776,0.7,0.0,0.0
873.0,20.016,50.0028,0.3024,3.8992,0.654336,0.7,0.0,0.0
874.0,19.9553,49.9256,0.3169,3.8681,0.628224,0.7,0.0,0.0
875.0,19.9789,49.9829,0.3209,3.6574,0.600346,0.7,0.0,0.0
876.0,20.085,49.8054,0.2935,3.6638,0.609784,0.7,0.0,0.0
877.0,19.922,49.6653,0.3204,3.9856,0.660674,0.7,0.0,0.0
878.0,19.9247,49.7898,0.2961,3.6344,0.583852,0.7,0.0,0.0
879.0,19.9731,50.2356,0.3076,3.5658,0.582222,0.7,0.0,0.0
880.0,19.9895,50.3147,0.2979,3.6158,0.600344,0.7,0.0,0.0
881.0,20.0653,49.9056,0.3145,3.7323,0.605424,0.7,0.0,0.0
882.0,19.8834,50.0801,0.2814,3.9556,0.642156,0.7,0.0,0.0
883.0,19.9771,50.0124,0.2924,3.3812,0.554914,0.7,0.0,0.0
884.0,20.074,49.6906,0.3048,3.6069,0.596074,0.7,0.0,0.0
885.0,20.0304,50.0288,0.2786,3.8633,0.640818,0.7,0.0,0.0
886.0,19.9655,50.0837,0.2438,3.752,0.623,0.7,0.0,0.0
887.0,20.0189,49.9328,0.3163,3.6076,0.593854,0.7,0.0,0.0
888.0,20.1165,49.907,0.2994,3.8215,0.619092,0.7,0.0,0.0
889.0,20.2192,50.0918,0.2894,4.0625,0.668336,0.7,0.0,0.0
890.0,20.1467,50.108,0.2984,4.3419,0.727054,0.7,0.0,0.0
891.0,20.1014,50.3378,0.3091,4.1415,0.706286,0.7,0.0,0.0
892.0,20.0745,50.0626,0.3048,4.1766,0.696822,0.7,0.0,0.0
893.0,19.963,50.2801,0.2995,4.202,0.69239,0.7,0.0,0.0
894.0,20.0243,49.6623,0.3102,3.9023,0.643138,0.7,0.0,0.0
895.0,20.099,50.0152,0.2638,4.0032,0.673058,0.7,0.0,0.0
896.0,20.0979,49.8252,0.3284,4.3135,0.711126,0.7,0.0,0.0
897.0,20.0976,49.9143,0.3297,4.2761,0.717002,0.7,0.0,0.0
898.0,20.0811,50.2655,0.294,4.3979,0.724706,0.7,0.0,0.0
899.0,20.1018,50.1054,0.3049,4.2914,0.72427,0.7,0.0,0.0
900.0,20.1369,50.0056,0.2874,4.3553,0.741438,0.7,0.0,0.0
901.0,20.1478,50.2152,0.2729,4.5309,0.766718,0.7,0.0,0.0
902.0,20.1381,49.7913,0.2815,4.6473,0.782418,0.7,0.0,0.0
903.0,20.1095,49.8662,0.2885,4.6278,0.789174,0.7,0.0,0.0
904.0,20.0957,49.9892,0.3054,4.6044,0.786116,0.7,0.0,0.0
905.0,20.102,49.9092,0.3008,4.5541,0.788548,0.7,0.0,0.0
906.0,20.0703,49.7954,0.2954,4.6614,0.79963,0.7,0.0,0.0
907.0,20.1429,50.4165,0.3199,4.6719,0.791814,0.7,0.0,0.0
908.0,20.176,49.9479,0.3022,4.8637,0.834372,0.7,0.0,0.0
909.0,20.0606,49.8342,0.3097,4.9957,0.860902,0.7,0.0,0.0
910.0,20.0628,50.0573,0.3154,4.8055,0.81662,0.7,0.0,0.0
911.0,20.1059,50.2634,0.3184,4.7988,0.824876,0.7,0.0,0.0
912.0,20.0791,49.9752,0.2911,4.9476,0.851406,0.7,0.0,0.0
913.0,20.0568,50.2249,0.3176,4.9047,0.845616,0.7,0.0,0.0
914.0,20.065,49.6432,0.3063,4.9443,0.84133,0.7,0.0,0.0
915.0,20.1158,50.3921,0.3602,4.9211,0.85042,0.7,0.0,0.0
916.0,20.067,50.5663,0.2913,5.1675,0.880856,0.7,0.0,0.0
917.0,20.0499,49.9586,0.2729,5.0077,0.864704,0.7,0.0,0.0
918.0,20.0983,49.5457,0.2987,5.1557,0.86249,0.7,0.0,0.0
919.0,20.1054,49.9154,0.2436,5.1281,0.891024,0.7,0.0,0.0
920.0,20.1343,49.993,0.2956,5.2664,0.90147,0.7,0.0,0.0
921.0,20.1024,50.1336,0.2725,5.3418,0.92421,0.7,0.0,0.0
922.0,20.0046,49.8419,0.3031,5.3332,0.918426,0.7,0.0,0.0
923.0,20.0584,49.8227,0.3196,5.1211,0.878356,0.7,0.0,0.0
924.0,20.1386,50.1103,0.3283,5.2246,0.90758,0.7,0.0,0.0
925.0,19.9895,50.1741,0.3331,5.4699,0.951276,0.7,0.0,0.0
926.0,20.0512,49.8525,0.2899,5.2296,0.88621,0.7,0.0,0.0
927.0,20.0198,50.3224,0.3118,5.2726,0.919202,0.7,0.0,0.0
928.0,19.9629,50.2015,0.3098,5.2322,0.906364,0.7,0.0,0.0
929.0,19.9237,50.3458,0.3025,5.0891,0.880126,0.7,0.0,0.0
930.0,20.0521,50.0638,0.3139,5.0559,0.858696,0.7,0.0,0.0
931.0,20.0439,49.9769,0.2802,5.2539,0.917576,0.7,0.0,0.0
932.0,19.9905,49.9958,0.295,5.3527,0.915076,0.7,0.0,0.0
933.0,20.0092,49.9427,0.2972,5.1663,0.892052,0.7,0.0,0.0
934.0,19.9066,49.996,0.3074,5.2536,0.90171,0.7,0.0,0.0
935.0,19.9028,49.9238,0.2892,4.9057,0.850772,0.7,0.0,0.0
936.0,19.9222,50.0771,0.303,4.8845,0.843452,0.7,0.0,0.0
937.0,19.9498,49.9009,0.2815,4.9132,0.845452,0.7,0.0,0.0
938.0,19.9664,49.9754,0.28,5.1159,0.85264,0.7,0.0,0.0
939.0,19.8167,49.895,0.304,5.0846,0.856372,0.7,0.0,0.0
940.0,19.932,50.1839,0.3019,4.4894,0.778502,0.7,0.0,0.0
941.0,19.9668,50.4339,0.2856,4.8914,0.824482,0.7,0.0,0.0
942.0,20.0115,50.0265,0.3167,4.9144,0.834136,0.7,0.0,0.0
943.0,19.989,49.8688,0.2968,4.9407,0.853134,0.7,0.0,0.0
944.0,19.8686,50.0344,0.3195,4.9801,0.84191,0.7,0.0,0.0
945.0,19.933,49.9692,0.2949,4.6213,0.78128,0.7,0.0,0.0
946.0,19.9509,49.7309,0.3276,4.7521,0.805376,0.7,0.0,0.0
947.0,19.9447,49.9478,0.3388,4.6868,0.807678,0.7,0.0,0.0
948.0,19.9794,50.0481,0.2914,4.6723,0.800292,0.7,0.0,0.0
949.0,19.9715,50.1411,0.3102,4.8113,0.813342,0.7,0.0,0.0
950.0,19.9109,50.2171,0.2559,4.7668,0.80705,0.7,0.0,0.0
951.0,19.8958,49.8229,0.2967,4.5439,0.774628,0.7,0.0,0.0
952.0,19.8467,50.1529,0.2896,4.4701,0.761162,0.7,0.0,0.0
953.0,19.8628,50.1063,0.2741,4.4011,0.728578,0.7,0.0,0.0
954.0,19.8314,49.9551,0.2847,4.2943,0.725346,0.7,0.0,0.0
955.0,19.9594,49.9527,0.2929,4.0724,0.698348,0.7,0.0,0.0
956.0,19.8775,49.818,0.3021,4.4715,0.749488,0.7,0.0,0.0
957.0,20.0039,50.1508,0.2904,4.1565,0.70273,0.7,0.0,0.0
958.0,19.944,50.191,0.3123,4.3836,0.757768,0.7,0.0,0.0
959.0,19.9405,49.8934,0.2984,4.4458,0.725602,0.7,0.0,0.0
960.0,19.9415,50.3677,0.3152,4.2612,0.72057,0.7,0.0,0.0
961.0,19.7799,50.1287,0.3118,4.3196,0.71638,0.7,0.0,0.0
962.0,19.798,49.59,0.2823,3.8386,0.63088,0.7,0.0,0.0
963.0,19.8237,50.3661,0.2713,3.7712,0.625554,0.7,0.0,0.0
964.0,19.9081,50.0795,0.3022,3.6963,0.621882,0.7,0.0,0.0
965.0,19.9506,50.0174,0.3144,3.8916,0.649464,0.7,0.0,0.0
966.0,19.8694,49.7894,0.2728,3.9728,0.661674,0.7,0.0,0.0
967.0,19.829,50.1392,0.2814,3.7567,0.616272,0.7,0.0,0.0
968.0,19.9662,50.0684,0.3158,3.5868,0.587248,0.7,0.0,0.0
969.0,19.9461,50.3359,0.2975,3.9803,0.642976,0.7,0.0,0.0
970.0,20.0462,49.9638,0.2823,3.7971,0.627478,0.7,0.0,0.0
971.0,19.9587,49.9517,0.3033,4.032,0.673618,0.7,0.0,0.0
972.0,19.8826,50.2538,0.2987,3.7487,0.631562,0.7,0.0,0.0
973.0,19.8463,50.0558,0.2764,3.5184,0.591958,0.7,0.0,0.0
974.0,20.0706,50.1744,0.2801,3.4653,0.565938,0.7,0.0,0.0
975.0,19.9248,49.7192,0.2971,4.0387,0.666518,0.7,0.0,0.0
976.0,19.911,50.1019,0.3104,3.5735,0.59478,0.7,0.0,0.0
977.0,19.9486,50.2272,0.3081,3.6291,0.58478,0.7,0.0,0.0
978.0,19.9174,50.0957,0.3263,3.6895,0.596736,0.7,0.0,0.0
979.0,19.9621,50.1363,0.3155,3.4955,0.576272,0.7,0.0,0.0
980.0,19.9269,49.8302,0.3066,3.6639,0.592638,0.7,0.0,0.0
981.0,20.0637,50.2979,0.2803,3.4933,0.571112,0.7,0.0,0.0
982.0,20.0765,50.1436,0.2841,3.8766,0.634368,0.7,0.0,0.0
983.0,20.0848,49.5122,0.2964,3.841,0.643128,0.7,0.0,0.0
984.0,20.0799,49.5617,0.2731,3.8996,0.653142,0.7,0.0,0.0
985.0,20.1557,50.1364,0.3285,3.9132,0.65731,0.7,0.0,0.0
986.0,20.09,49.784,0.293,4.1661,0.7017,0.7,0.0,0.0
987.0,20.0808,49.8903,0.2894,3.9739,0.67979,0.7,0.0,0.0
988.0,20.0463,49.9942,0.3109,4.0647,0.683704,0.7,0.0,0.0
989.0,19.981,49.9313,0.3044,4.0035,0.673102,0.7,0.0,0.0
990.0,19.9369,49.9185,0.2651,3.8524,0.644846,0.7,0.0,0.0
991.0,20.0273,49.9688,0.2955,3.8136,0.622582,0.7,0.0,0.0
992.0,20.0535,49.8567,0.3056,3.9764,0.663616,0.7,0.0,0.0
993.0,20.0794,49.8708,0.2757,4.0306,0.677092,0.7,0.0,0.0
994.0,20.0721,49.8784,0.2747,4.1607,0.693798,0.7,0.0,0.0
995.0,20.0904,49.9415,0.3183,4.1403,0.695982,0.7,0.0,0.0
996.0,20.0505,50.1115,0.2971,4.2589,0.711046,0.7,0.0,0.0
997.0,20.0486,49.7596,0.2959,4.1413,0.697962,0.7,0.0,0.0
998.0,20.1337,50.2051,0.2593,4.0778,0.70185,0.7,0.0,0.0
999.0,20.1108,50.5359,0.2764,4.4128,0.748326,0.7,0.0,0.0
1000.0,20.1281,50.2232,0.3187,4.4144,0.74587,0.7,0.0,0.0
